id,url,img_url
7714,http://www.cq.com/doc/newsmakertranscripts-4264862,https://web.archive.org/web/20171229225854im_/http://www.cq.com/versioned/MjAxNzEwMTFfMTU1MzE1MDE5/images/app-icon.png
8737,http://www.bls.gov/news.release/jolts.htm,
1488,http://abcnews.go.com/print?id=9818034,
6657,http://www.bls.gov/ces/,https://web.archive.org/web/20011110144204im_/http://www.bls.gov/images/maps/sml/blue_map.gif
7923,https://twitter.com/BarackObama/status/347057653089988608,https://web.archive.org/web/20171229070402im_/https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_400x400.jpg
997,http://www.defenselink.mil/pubs/pdfs/Measuring_Stability_and_Security_in_Iraq_March_2009.pdf,
11580,http://abcnews.go.com/Politics/full-interview-transcript-president-barack-obama/story?id=35203825,https://web.archive.org/web/20151115125933im_/http://a.abcnews.go.com/images/Politics/ABC_stephanopoulos_obama_jef_151112_16x9_992.jpg
535,http://politicalticker.blogs.cnn.com/2008/05/05/mccain-touts-gang-of-14-immigration-reform/,
1213,http://www.colbertnation.com/the-colbert-report-videos/250350/september-23-2009/capitalism-s-enemy---michael-moore,https://web.archive.org/web/20090926163947im_/http://www.comedycentral.com/sitewide/droplets/img_rez.jhtml?image=/images/shows/colbert_report/videos/season5/05121/cr_05121_02_v6.jpg&height=75
1825,http://abcnews.go.com/ThisWeek/week-transcript-kaine-steele/story?id=10721384,https://web.archive.org/web/20100528004910im_/http://a.abcnews.go.com/images/ThisWeek/abc_HL_100523_me.jpg
211,http://www.cq.com/graphics/moneyline/pfd/p07pfd/00000/00000014.pdf,
57,http://www.kff.org/minorityhealth/upload/6069-02.pdf,
8621,http://www.acton.org/pub/commentary/2012/02/08/obamacare-vs-catholic-bishops,https://web.archive.org/web/20120216010208im_/http://blog.acton.org/wp-content/themes/actoninstitute/images/thumb.jpg
13130,http://crime.chicagotribune.com/chicago/shootings/,https://web.archive.org/web/20130711014135im_/http://crime.chicagotribune.com/site_media/images/crime.chicagotribune.com-og_thumb.png
12418,http://www.nbcnews.com/meet-the-press/clinton-s-lead-over-trump-shrinks-3-points-new-nbc-n577726,https://web.archive.org/web/20160523100840im_/http://media3.s-nbcnews.com/j/newscms/2016_20/1546716/160522-clinton-trump-jsw-1020a_883ebe6eece65ab34488a50309a2740d.nbcnews-fp-1200-800.jpg
8470,http://sotu.blogs.cnn.com/2013/10/27/rebooting-you-and-your-doctor-under-obamacare/,https://web.archive.org/web/20131030100151im_/http://i2.cdn.turner.com/cnn/dam/assets/131027115304-sotu-zeke-emanuel-john-fleming-doctors-square-off-on-obamacare-00002001-horizontal-gallery.jpg
14940,https://www.politico.com/story/2018/01/17/full-text-jeff-flake-on-trump-speech-transcript-343246,https://web.archive.org/web/20180117202905im_/http://v.politico.com/images/1155968404/201801/319/1155968404_5713627373001_5713606670001-vs.jpg?pubId=1155968404
4028,http://nobelprize.org/nobel_prizes/peace/laureates/,https://web.archive.org/web/20060704081412im_/http://nobelprize.org/images/layout/shortcut_big_rk.gif
13136,https://www.washingtonpost.com/news/the-fix/wp/2016/09/26/the-first-trump-clinton-presidential-debate-transcript-annotated/?hpid=hp_rhp-top-table-main_transcript-905pm%3Ahomepage%2Fstory,https://web.archive.org/web/20171229155112im_/https://www.washingtonpost.com/pbox.php?url=http://www.washingtonpost.com/blogs/the-fix/files/2016/09/2016-09-27T011544Z_01_CB102_RTRIDSP_3_USA-ELECTION-DEBATE.jpg&w=1484&op=resize&opt=1&filter=antialias&t=20170517
13310,https://www.washingtonpost.com/local/they-say-they-arrived-in-the-us-illegally-now-theyre-working-on-trumps-dc-hotel/2015/07/06/9a785116-20ec-11e5-84d5-eb37ee8eaa61_story.html,https://web.archive.org/web/20150707040037im_/https://img.washingtonpost.com/rw/2010-2019/WashingtonPost/2015/07/06/Local/Images/trumpworkers0051436213530.jpg
5321,http://transcripts.cnn.com/TRANSCRIPTS/1202/04/se.04.html,https://web.archive.org/web/20120215103034im_/http://i.cdn.turner.com/cnn/.element/img/3.0/global/header/hdr-main.gif
12057,http://www.nbcnews.com/video/ted-cruz-full-meet-the-press-interview-643057731924,https://web.archive.org/web/20160313220547im_/http://media1.s-nbcnews.com/i/MSNBC/Components/Video/__NEW/trumpand cruz.jpg
73,http://www.nap.edu/catalog.php?record_id=10367#toc,https://web.archive.org/web/20050123053606im_/http://www.nap.edu/images/minicov/0309083435.gif
3281,http://abcnews.go.com/ThisWeek/week-transcript-hillary-clinton/story?id=12959396&page=2,https://web.archive.org/web/20110227111132im_/http://a.abcnews.go.com/images/ThisWeek/thisweek_021711_me.jpg
10731,http://triblive.com/politics/politicalheadlines/8147758-74/bush-terrorism-florida#axzz3XO3B7Cm9,https://web.archive.org/web/20150418014701im_/http://triblive.com/csp/mediapool/sites/dt.common.streams.StreamServer.cls?STREAMOID=5PaGT3ItLDQ5Aia9RG0YCM$daE2N3K4ZzOUsqbU5sYsB$ftxIj_kkryh4qmIW6gSWCsjLu883Ygn4B49Lvm9bPe2QeMKQdVeZmXF$9l$4uCZ8QDXhaHEp3rvzXRJFdy0KqPHLoMevcTLo3h8xh70Y6N_U_CryOsw6FTOdKL_jpQ-&CONTENTTYPE=image/jpeg
6907,http://politicalticker.blogs.cnn.com/2012/10/12/transcript-vice-presidential-debate/,https://web.archive.org/web/20121014194010im_/http://newspulse.cnn.com/images/no_image_cnn_90x51.jpg
4069,http://www.whitehouse.gov/the-press-office/2011/07/06/remarks-president-twitter-town-hall,https://web.archive.org/web/20110708182136im_/http://www.whitehouse.gov/sites/default/themes/whitehouse/favicon.ico
6730,http://www.motherjones.com/politics/2012/09/secret-video-romney-private-fundraiser,https://web.archive.org/web/20120918032610im_/http://www.motherjones.com/files/new-master.jpg
7888,http://abcnews.go.com/Politics/week-transcript-sen-dianne-feinstein-rep-mike-rogers/story?id=19343314#.Ubjcd5z3Nu4,https://web.archive.org/web/20130612115639im_/http://a.abcnews.com/images/Politics/abc_mike_rogers_this_week_jt_130609_wmain.jpg
1176,http://www.washingtonpost.com/wp-dyn/content/article/2009/09/07/AR2009090702070.html?wprss=rss_opinions,https://web.archive.org/web/20120528190106im_/http://media3.washingtonpost.com/wp-srv/images/twp-50x50.jpg
15133,https://www.c-span.org/video/?442305-1/president-trump-campaigns-rick-saccone-pennsylvania&start=180,https://web.archive.org/web/20180314200958im_/https://images.c-span.org/Files/da4/20180310223751001_hd.jpg/Thumbs/height.630.no_border.width.1200.jpg
11931,http://www.supremecourt.gov/about/members_text.aspx,https://web.archive.org/web/20100415034624im_/http://www.supremecourt.gov/favicon.ico
2816,http://abcnews.go.com/ThisWeek/week-transcript-madeleine-albright-sen-lindsey-graham-sen/story?id=12143913&page=4,https://web.archive.org/web/20101120024004im_/http://a.abcnews.go.com/images/ThisWeek/tw_rt_101111_me.jpg
13058,http://www.cq.com/doc/newsmakertranscripts-4953962?9,https://web.archive.org/web/20171229220804im_/http://www.cq.com/versioned/MjAxNzEwMTFfMTU1MzE1MDE5/images/app-icon.png
8118,http://www.cq.com/doc/newsmakertranscripts-4329176,https://web.archive.org/web/20171228154445im_/http://www.cq.com/versioned/MjAxNzEwMTFfMTU1MzE1MDE5/images/app-icon.png
8172,http://www.whitehouse.gov/the-press-office/2013/08/06/remarks-president-responsible-homeownership,https://web.archive.org/web/20130807152446im_/http://www.whitehouse.gov/sites/default/files/image/facebook/whitehouse_logo.jpg
5608,http://www.ohioart.com/etch/,
2881,http://abcnews.go.com/ThisWeek/week-transcript-adm-mike-mullen/story?id=12204355&page=2,https://web.archive.org/web/20101126165559im_/http://a.abcnews.go.com/images/Politics/nm_mike_mullen_100418_me.jpg
11709,https://www.washingtonpost.com/news/the-fix/wp/2015/12/19/3rd-democratic-debate-transcript-annotated-who-said-what-and-what-it-meant/?hpid=hp_hp-top-table-main_debateweb-745pm%3Ahomepage%2Fstory,https://web.archive.org/web/20170318233723im_/https://images.washingtonpost.com/?url=http://img.washingtonpost.com/blogs/the-fix/files/2015/12/2015-12-20T013928Z_01_MAN509_RTRIDSP_3_USA-ELECTION.jpg&w=1484&op=resize&opt=1&filter=antialias
8119,http://www.cq.com/doc/newsmakertranscripts-4328623,https://web.archive.org/web/20171228154446im_/http://www.cq.com/versioned/MjAxNzEwMTFfMTU1MzE1MDE5/images/app-icon.png
14404,gloria.tv/video/yRrtUtTCfPga6cq2VDJPcgQe4,
14984,http://www.nfib-sbet.org/,https://web.archive.org/web/20160118023940im_/http://www.nfib-sbet.org/wp-content/themes/nfib/img/spinner-page.gif
13919,http://blogs.trendolizer.com/2015/01/new-york-man-wanted-for-infecting-240-men-and-women-with-hiv.html,
12944,http://www.cq.com/doc/newsmakertranscripts-4942265?3,https://web.archive.org/web/20180106185407im_/http://www.cq.com/versioned/MjAxNzEwMTFfMTU1MzE1MDE5/images/app-icon.png
